"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","facebook_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","in_office","dw_nominate","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","youtube_account","leadership_role","suffix","cook_pvi","vacate","successor","non_voting"
"D000399","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000399.json","Lloyd","Doggett","1946-10-06","M","D","RepLloydDoggett","lloyddoggett",400111,36810,21689,29571,"N00006023","/m/03flzn","H4TX10028","https://doggett.house.gov","https://doggett.house.gov/rss.xml",TRUE,-0.402,28,2022,493,5,0,"2022-02-28 07:30:34 -0500","ocd-division/country:us/state:tx/cd:35","2307 Rayburn House Office Building","202-225-4865","TX","35",FALSE,4835,1.01,99.38,0.41,NA,"doggett",NA,NA,NA,0,0,0
"D000032","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000032.json","Byron","Donalds","1972-10-28","M","R","RepByronDonalds",NA,456808,NA,NA,NA,NA,"/g/11c1xk7pbn","H0FL19205","https://donalds.house.gov/",NA,TRUE,NA,2,2022,493,18,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:fl/cd:19","523 Cannon House Office Building","202-225-2536","FL","19",FALSE,1219,3.65,91.28,8.51,NA,NA,NA,NA,NA,0,0,0
"D000482","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000482.json","Mike","Doyle","1953-08-05","M","D","USRepMikeDoyle","usrepmikedoyle",400114,36774,21853,29561,"N00001373","/m/03tqjg","H4PA18131","https://doyle.house.gov","https://doyle.house.gov/rss.xml",TRUE,-0.331,28,2022,493,58,0,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:pa/cd:18","270 Cannon House Office Building","202-225-2135","PA","18",FALSE,4218,11.76,98.61,1.15,NA,"CongressmanDoyle","",NA,NA,0,0,0
"D000615","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000615.json","Jeffrey","Duncan","1966-01-07","M","R","RepJeffDuncan","RepJeffDuncan",412472,62713,47967,21174,"N00030752","/m/0ddgp1k","H0SC03077","https://jeffduncan.house.gov","https://jeffduncan.house.gov/rss.xml",TRUE,0.721,12,2022,493,11,2,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:sc/cd:3","2229 Rayburn House Office Building","202-225-5301","SC","3",FALSE,4503,2.23,94.12,5.67,NA,"congjeffduncan",NA,NA,NA,0,0,0
"D000628","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000628.json","Neal","Dunn","1953-02-16","M","R","drnealdunnfl2","drnealdunnfl2",412691,104529,166297,21714,"N00037442","/g/11c2ld4vv7","H6FL02208","https://dunn.house.gov","https://dunn.house.gov/?a=RSS.Feed",TRUE,0.523,6,2022,493,15,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:fl/cd:2","316 Cannon House Office Building","202-225-5235","FL","2",FALSE,1202,3.04,97.67,2.11,NA,NA,NA,NA,NA,0,0,0
"E000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000071.json","Jake","Ellzey","1970-01-24","M","R","RepEllzey",NA,456862,NA,NA,NA,NA,NA,"","https://ellzey.house.gov/","",TRUE,NA,2,2022,240,3,0,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:tx/cd:6",NA,NA,"TX","6",FALSE,4806,1.25,98.73,1.27,NA,NA,NA,NA,NA,0,1,0
"E000294","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000294.json","Tom","Emmer","1961-03-03","M","R","RepTomEmmer","reptomemmer",412639,75567,38894,21531,"N00035440","/m/06w2w3l","H4MN06087","https://emmer.house.gov",NA,TRUE,0.45,8,2022,493,19,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:mn/cd:6","315 Cannon House Office Building","202-225-2331","MN","6",FALSE,2706,3.85,96.38,3.41,NA,"RepTomEmmer",NA,NA,NA,0,0,0
"E000299","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000299.json","Veronica","Escobar","1969-09-15","F","D","RepEscobar",NA,412825,NA,99345,NA,"N00041702","/g/11ghdw9g9p","H8TX16109","https://escobar.house.gov",NA,TRUE,NA,4,2022,493,6,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:tx/cd:16","1505 Longworth House Office Building","202-225-4831","TX","16",FALSE,4816,1.22,94.43,5.36,NA,NA,NA,NA,NA,0,0,0
"E000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000215.json","Anna","Eshoo","1942-12-13","F","D","RepAnnaEshoo","RepAnnaEshoo",400124,26130,26741,29312,"N00007335","/m/024t6x","H8CA12098","https://eshoo.house.gov",NA,TRUE,-0.381,30,2022,493,5,0,"2022-02-28 07:30:34 -0500","ocd-division/country:us/state:ca/cd:18","272 Cannon House Office Building","202-225-8104","CA","18",FALSE,618,1.01,99.18,0.62,"G.","RepAnnaEshoo",NA,NA,NA,0,0,0
"E000297","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000297.json","Adriano","Espaillat","1954-09-27","M","D","RepEspaillat","RepEspaillat",412718,68413,14379,21715,"N00034549","/m/06nfs2","H2NY13096","https://espaillat.house.gov",NA,TRUE,-0.615,6,2022,493,5,0,"2022-02-28 07:30:32 -0500","ocd-division/country:us/state:ny/cd:13","2332 Rayburn House Office Building","202-225-4365","NY","13",FALSE,3613,1.01,98.35,1.44,NA,NA,NA,NA,NA,0,0,0
"E000298","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000298.json","Ron","Estes","1956-07-19","M","R","RepRonEstes","RepRonEstes",412735,107963,125031,21750,"N00040712","/m/0gfgsrm","H8KS04112","https://estes.house.gov",NA,TRUE,0.619,6,2022,493,27,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:ks/cd:4","2411 Rayburn House Office Building","202-225-6216","KS","4",FALSE,2004,5.48,94.37,5.41,NA,NA,NA,NA,NA,0,0,0
"E000296","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000296.json","Dwight","Evans","1954-05-16","M","D","RepDwightEvans","RepDwightEvans",412677,56729,9128,21566,"N00038450","/m/03y8h6m","H6PA02171","https://evans.house.gov",NA,TRUE,-0.462,8,2022,493,0,0,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:pa/cd:3","1105 Longworth House Office Building","202-225-4001","PA","3",FALSE,4203,0,98.78,1.02,NA,NA,NA,NA,NA,0,0,0
"F000246","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000246.json","Pat","Fallon","1967-12-19","M","R","RepPatFallon",NA,456845,NA,NA,NA,NA,"/m/0100nvdw","H0TX04219","https://fallon.house.gov/",NA,TRUE,NA,2,2022,493,5,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:tx/cd:4","1118 Longworth House Office Building","202-225-6673","TX","4",FALSE,4804,1.01,93.58,6.21,NA,NA,NA,NA,NA,0,0,0
"F000446","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000446.json","Randy","Feenstra","1969-01-14","M","R","RepFeenstra",NA,456818,NA,103301,NA,NA,"/m/05p06tx","H0IA04145","https://feenstra.house.gov/",NA,TRUE,NA,2,2022,493,0,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:ia/cd:4","1440 Longworth House Office Building","202-225-4426","IA","4",FALSE,1904,0,97.95,1.85,NA,NA,NA,NA,NA,0,0,0
"F000465","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000465.json","A.","Ferguson","1966-11-15","M","R","RepDrewFerguson","RepDrewFerguson",412700,104731,168132,21717,"N00039090","/g/11c0xj334k","H6GA03113","https://ferguson.house.gov",NA,TRUE,0.601,6,2022,493,5,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:ga/cd:3","1032 Longworth House Office Building","202-225-5901","GA","3",FALSE,1303,1.01,97.3,2.49,"Drew",NA,NA,NA,NA,0,0,0
"L000273","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000273.json","Teresa","Fernandez","1959-07-01","F","D","RepTeresaLF",NA,456835,NA,NA,NA,NA,"/g/11h_x7n8f5","H0NM03102","https://fernandez.house.gov/",NA,TRUE,NA,2,2022,493,4,0,"2022-02-28 07:30:34 -0500","ocd-division/country:us/state:nm/cd:3","1432 Longworth House Office Building","202-225-6190","NM","3",FALSE,3503,0.81,99.18,0.62,"Leger",NA,NA,NA,NA,0,0,0
"F000470","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000470.json","Michelle","Fischbach","1965-11-03","F","R","RepFischbach",NA,456828,NA,NA,NA,NA,"/m/063_kp4","H0MN07091","https://fischbach.house.gov/",NA,TRUE,NA,2,2022,493,0,0,"2022-02-28 07:30:32 -0500","ocd-division/country:us/state:mn/cd:7","1237 Longworth House Office Building","202-225-2165","MN","7",FALSE,2707,0,98.77,1.03,NA,NA,NA,NA,NA,0,0,0
"F000471","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000471.json","Scott","Fitzgerald","1963-11-16","M","R","RepFitzgerald",NA,456855,NA,3446,NA,NA,"/m/03nvqsc","H0WI05113","https://fitzgerald.house.gov/",NA,TRUE,NA,2,2022,493,4,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:wi/cd:5","1507 Longworth House Office Building","202-225-5101","WI","5",FALSE,5505,0.81,97.31,2.48,NA,NA,NA,NA,NA,0,0,0
"F000466","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000466.json","Brian","Fitzpatrick","1973-12-17","M","R","repbrianfitz","repbrianfitzpatrick",412721,103537,167708,21718,"N00038779","/g/11c2l6lhlm","H6PA08277","https://fitzpatrick.house.gov",NA,TRUE,0.165,6,2022,493,1,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:pa/cd:1","271 Cannon House Office Building","202-225-4276","PA","1",FALSE,4201,0.2,77.57,22.22,NA,NA,NA,NA,NA,0,0,0
"F000459","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000459.json","Chuck","Fleischmann","1962-10-11","M","R","RepChuck","repchuck",412476,95146,123456,21178,"N00030815","/m/0ddd54f","H0TN03254","https://fleischmann.house.gov","https://fleischmann.house.gov/rss.xml",TRUE,0.457,12,2022,493,0,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:tn/cd:3","462 Cannon House Office Building","202-225-3271","TN","3",FALSE,4703,0,97.13,2.67,NA,"repchuck",NA,NA,NA,0,0,0
"F000468","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000468.json","Lizzie","Fletcher","1975-02-13","F","D","RepFletcher",NA,412824,NA,177031,NA,"N00041194","/g/11gzqssv7p","H8TX07140","https://fletcher.house.gov",NA,TRUE,NA,4,2022,493,2,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:tx/cd:7","119 Cannon House Office Building","202-225-2571","TX","7",FALSE,4807,0.41,96.93,2.86,NA,NA,NA,NA,NA,0,0,0
"F000449","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000449.json","Jeff","Fortenberry","1960-12-27","M","R","JeffFortenberry","jefffortenberry",400640,1013049,41929,20518,"N00026631","/m/04fcch","H4NE01064","https://fortenberry.house.gov","https://fortenberry.house.gov/rss.xml",TRUE,0.303,18,2022,493,9,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:ne/cd:1","1514 Longworth House Office Building","202-225-4806","NE","1",FALSE,3101,1.83,93.51,6.28,NA,"JeffFortenberry",NA,NA,NA,0,0,0
"F000454","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000454.json","Bill","Foster","1955-10-07","M","D","RepBillFoster","CongressmanBillFoster",412257,1027346,101632,20749,"N00029139","/m/02rq8nc","H8IL14067","https://foster.house.gov","https://foster.house.gov/rss.xml",TRUE,-0.23,10,2022,493,1,0,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:il/cd:11","2366 Rayburn House Office Building","202-225-3515","IL","11",FALSE,1711,0.2,98.78,1.02,NA,"RepBillFoster",NA,NA,NA,0,0,0
"F000450","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000450.json","Virginia","Foxx","1943-06-29","F","R","VirginiaFoxx","RepVirginiaFoxx",400643,1013052,6051,20521,"N00026166","/m/02b5dz","H4NC05146","https://foxx.house.gov","https://foxx.house.gov/news/rss.aspx",TRUE,0.627,16,2022,493,7,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:nc/cd:5","2462 Rayburn House Office Building","202-225-2071","NC","5",FALSE,3705,1.42,94.79,5,NA,"repvirginiafoxx",NA,NA,NA,0,0,0
"F000462","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000462.json","Lois","Frankel","1948-05-16","F","D","RepLoisFrankel","RepLoisFrankel",412529,623714,8102,21321,"N00002893","/m/0gjdw8_","H2FL14053","https://frankel.house.gov",NA,TRUE,-0.401,10,2022,493,3,0,"2022-02-28 07:30:34 -0500","ocd-division/country:us/state:fl/cd:21","2305 Rayburn House Office Building","202-225-9890","FL","21",FALSE,1221,0.61,98.98,0.82,NA,"reploisfrankel",NA,NA,NA,0,0,0
"F000472","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000472.json","Scott","Franklin","1964-08-23","M","R","RepFranklin",NA,456807,NA,NA,NA,NA,"/g/11ft5hszwx","H0FL15104","https://franklin.house.gov/",NA,TRUE,NA,2,2022,493,13,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:fl/cd:15","1517 Longworth House Office Building","202-225-1252","FL","15",FALSE,1215,2.64,96.84,2.95,NA,NA,NA,NA,NA,0,0,0
"F000455","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000455.json","Marcia","Fudge","1952-10-29","F","D","RepMarciaFudge","RepMarciaLFudge",412327,1030928,110640,20941,"N00030490","/m/04n11v9","H8OH11141","https://fudge.house.gov",NA,FALSE,-0.581,16,2022,72,14,0,"2022-02-09 12:31:35 -0500","ocd-division/country:us/state:oh/cd:11","2344 Rayburn House Office Building","202-225-7032","OH","11",FALSE,3911,19.44,96.49,1.75,"L.","marcialfudge","",NA,NA,1,0,0
"F000469","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000469.json","Russ","Fulcher","1973-07-19","M","R","RepRussFulcher",NA,412773,NA,33091,NA,"N00041335","/m/05h4vgh","H8ID01124","https://fulcher.house.gov",NA,TRUE,NA,4,2022,493,38,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:id/cd:1","1520 Longworth House Office Building","202-225-6611","ID","1",FALSE,1601,7.71,94.22,5.56,NA,NA,NA,NA,NA,0,0,0
"G000578","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000578.json","Matt","Gaetz","1982-05-07","M","R","RepMattGaetz","CongressmanMattGaetz",412690,104528,117101,21719,"N00039503","/m/0s8w2_s","H6FL01119","https://gaetz.house.gov","https://gaetz.house.gov/rss.xml",TRUE,0.623,6,2022,493,16,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:fl/cd:1","1721 Longworth House Office Building","202-225-4136","FL","1",FALSE,1201,3.25,79.66,20.13,NA,NA,NA,NA,NA,0,0,0
"G000579","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000579.json","Mike","Gallagher","1984-03-03","M","R","RepGallagher","RepMikeGallagher",412731,104067,171843,21720,"N00039330","/g/11c5qns1cc","H6WI08155","https://gallagher.house.gov","https://gallagher.house.gov/rss.xml",TRUE,0.443,6,2022,493,5,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:wi/cd:8","1230 Longworth House Office Building","202-225-5665","WI","8",FALSE,5508,1.01,94.61,5.19,NA,NA,NA,NA,NA,0,0,0
"G000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000574.json","Ruben","Gallego","1979-11-20","M","D","RepRubenGallego","RepRubenGallego",412612,77233,123732,21502,"N00036097","/m/0wy0mz5","H4AZ07043","https://rubengallego.house.gov","https://rubengallego.house.gov/rss.xml",TRUE,-0.449,8,2022,493,4,0,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:az/cd:7","1131 Longworth House Office Building","202-225-4065","AZ","7",FALSE,407,0.81,98.77,1.03,NA,NA,NA,NA,NA,0,0,0
"G000559","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000559.json","John","Garamendi","1945-01-24","M","D","RepGaramendi","repgaramendi",412382,18413,29664,20958,"N00030856","/m/05fvls","H0CA10149","https://garamendi.house.gov","https://garamendi.house.gov/rss.xml",TRUE,-0.309,14,2022,493,5,0,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:ca/cd:3","2368 Rayburn House Office Building","202-225-1880","CA","3",FALSE,603,1.01,98.77,1.03,NA,"garamendiCA10",NA,NA,NA,0,0,0
"G000597","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000597.json","Andrew","Garbarino","1984-09-27","M","R","RepGarbarino",NA,456836,NA,NA,NA,NA,"/g/11bw8f4j8q","H0NY02234","https://garbarino.house.gov/",NA,TRUE,NA,2,2022,493,7,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:ny/cd:2","1516 Longworth House Office Building","202-225-7896","NY","2",FALSE,3602,1.42,91.25,8.54,NA,NA,NA,NA,NA,0,0,0
"G000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000586.json","Jesus","Garcia","1956-04-12","M","D","RepChuyGarcia",NA,412774,NA,6261,NA,"N00042114","/m/012c8r5x","H8IL04134","https://chuygarcia.house.gov",NA,TRUE,NA,4,2022,493,3,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:il/cd:4","1519 Longworth House Office Building","202-225-8203","IL","4",FALSE,1704,0.61,96.11,3.69,NA,NA,NA,NA,NA,0,0,0
"G000061","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000061.json","Mike","Garcia","1976-04-24","M","R","RepMikeGarcia","RepMikeGarcia",456792,NA,NA,NA,"N00044298","/g/11j2j3x1pl","H0CA25105","https://mikegarcia.house.gov/",NA,TRUE,NA,4,2022,493,5,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:ca/cd:25","1535 Longworth House Office Building","202-225-1956","CA","25",FALSE,625,1.01,95.03,4.76,NA,NA,NA,NA,NA,0,0,0
"G000587","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000587.json","Sylvia","Garcia","1950-09-06","F","D","RepSylviaGarcia",NA,412827,NA,49734,NA,"N00042282","/m/0ryt4bt","H8TX29052","https://sylviagarcia.house.gov",NA,TRUE,NA,4,2022,493,1,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:tx/cd:29","1620 Longworth House Office Building","202-225-1688","TX","29",FALSE,4829,0.2,93.67,6.12,NA,NA,NA,NA,NA,0,0,0
"G000563","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000563.json","Bob","Gibbs","1954-06-14","M","R","RepBobGibbs","RepBobGibbs",412463,1033844,45466,21165,"N00031128","/m/07qwv4","H0OH18077","https://gibbs.house.gov","https://gibbs.house.gov/rss.xml",TRUE,0.48,12,2022,493,21,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:oh/cd:7","2217 Rayburn House Office Building","202-225-6265","OH","7",FALSE,3907,4.26,97.44,2.35,NA,"RepBobGibbs",NA,NA,NA,0,0,0
"G000593","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000593.json","Carlos","Gimenez","1954-01-17","M","R","RepCarlos",NA,456809,NA,81366,NA,NA,"/m/03cc6vt","H0FL26036","https://gimenez.house.gov/",NA,TRUE,NA,2,2022,493,0,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:fl/cd:26","419 Cannon House Office Building","202-225-2778","FL","26",FALSE,1226,0,92.81,6.98,NA,NA,NA,NA,NA,0,0,0
"G000552","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000552.json","Louie","Gohmert","1953-08-18","M","R","RepLouieGohmert","50375006903",400651,1011394,50029,20527,"N00026148","/m/0490h9","H4TX04039","https://gohmert.house.gov","https://gohmert.house.gov/news/rss.aspx",TRUE,0.637,18,2022,493,48,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:tx/cd:1","2269 Rayburn House Office Building","202-225-3035","TX","1",FALSE,4801,9.74,83.9,15.87,NA,"GohmertTX01","",NA,NA,0,0,0
"G000592","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000592.json","Jared","Golden","1982-07-25","M","D","repgolden",NA,412842,NA,151420,NA,"N00041668","/g/11f1224576","H8ME02185","https://golden.house.gov",NA,TRUE,NA,4,2022,493,25,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:me/cd:2","1222 Longworth House Office Building","202-225-6306","ME","2",FALSE,2302,5.07,92.27,7.51,NA,NA,NA,NA,NA,0,0,0
"G000585","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000585.json","Jimmy","Gomez","1974-11-25","M","D","RepJimmyGomez","RepJimmyGomez",412739,108883,138524,21754,"N00040597","/m/0n_73h1","H8CA34266","https://gomez.house.gov",NA,TRUE,-0.579,6,2022,493,5,1,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:ca/cd:34","1530 Longworth House Office Building","202-225-6235","CA","34",FALSE,634,1.01,98.77,1.03,NA,NA,NA,NA,NA,0,0,0
"G000594","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000594.json","Tony","Gonzales","1980-10-10","M","R","RepTonyGonzales",NA,456849,NA,NA,NA,NA,"/g/11fs52clcr","H0TX35015","https://gonzales.house.gov/",NA,TRUE,NA,2,2022,493,3,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:tx/cd:23","1009 Longworth House Office Building","202-225-4511","TX","23",FALSE,4823,0.61,94.43,5.36,NA,NA,NA,NA,NA,0,0,0
"G000588","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000588.json","Anthony","Gonzalez","1984-09-19","M","R","RepAGonzalez",NA,412807,NA,178867,NA,"N00041690","/m/0gznlq","H8OH16124","https://anthonygonzalez.house.gov",NA,TRUE,NA,4,2022,493,12,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:oh/cd:16","2458 Rayburn House Office Building","202-225-3876","OH","16",FALSE,3916,2.43,90.11,9.68,NA,NA,"",NA,NA,0,0,0
"G000581","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000581.json","Vicente","Gonzalez","1967-09-04","M","D","RepGonzalez","USCongressmanVicenteGonzalez",412725,103568,166483,21722,"N00038809","/g/11c266m1z7","H6TX15162","https://gonzalez.house.gov","https://gonzalez.house.gov/rss.xml",TRUE,-0.379,6,2022,493,15,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:tx/cd:15","113 Cannon House Office Building","202-225-2531","TX","15",FALSE,4815,3.04,97.06,2.73,NA,NA,NA,NA,NA,0,0,0
"G000582","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/G000582.json","Jenniffer","Gonzalez-Colon","1976-08-05","F","R","repjenniffer","RepJennifferGonzalezColon",412723,67353,NA,NA,"N00037615","/m/027s3vf","","https://gonzalez-colon.house.gov","https://gonzalez-colon.house.gov/rss.xml",TRUE,NA,6,2022,NA,NA,NA,"2022-02-28 07:30:34 -0500","ocd-division/country:us/state:pr/cd:80",NA,NA,"PR","At-Large",TRUE,7298,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"G000595","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000595.json","Robert","Good","1965-09-11","M","R","RepBobGood",NA,456853,NA,NA,NA,NA,"/g/11fsfm06kc","H0VA05160","https://good.house.gov/",NA,TRUE,NA,2,2022,493,22,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:va/cd:5","1213 Longworth House Office Building","202-225-4711","VA","5",FALSE,5105,4.46,80.04,19.74,NA,NA,NA,NA,NA,0,0,0
"G000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000589.json","Lance","Gooden","1982-12-01","M","R","RepLanceGooden",NA,412822,NA,177282,NA,"N00042237","/m/0jkx4bp","H8TX05144","https://gooden.house.gov",NA,TRUE,NA,4,2022,493,2,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:tx/cd:5","1722 Longworth House Office Building","202-225-3484","TX","5",FALSE,4805,0.41,87.86,11.93,NA,NA,NA,NA,NA,0,0,0
"G000565","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000565.json","Paul","Gosar","1958-11-22","M","R","RepGosar","repgosar",412397,62470,123491,21103,"N00030771","/m/0czdqz0","H0AZ01259","https://gosar.house.gov",NA,TRUE,0.69,12,2022,493,7,1,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:az/cd:4","2057 Rayburn House Office Building","202-225-2315","AZ","4",FALSE,404,1.42,81.74,18.05,NA,"repgosar",NA,NA,NA,0,0,0
"G000583","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000583.json","Josh","Gottheimer","1975-03-08","M","D","RepJoshG","RepJoshG",412714,9275683,169202,21723,"N00036944","/g/120x5twv","H6NJ05171","https://gottheimer.house.gov",NA,TRUE,-0.148,6,2022,493,6,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:nj/cd:5","203 Cannon House Office Building","202-225-4465","NJ","5",FALSE,3405,1.22,95.67,4.12,NA,NA,NA,NA,NA,0,0,0
"G000377","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000377.json","Kay","Granger","1943-01-18","F","R","RepKayGranger","RepKayGranger",400157,45709,334,29762,"N00008799","/m/03tndx","H6TX12060","https://kaygranger.house.gov",NA,TRUE,0.4,26,2022,493,20,0,"2022-02-28 07:30:30 -0500","ocd-division/country:us/state:tx/cd:12","1026 Longworth House Office Building","202-225-5071","TX","12",FALSE,4812,4.06,95.51,4.27,NA,"RepKayGranger",NA,NA,NA,0,0,0
"G000577","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000577.json","Garret","Graves","1972-01-31","M","R","RepGarretGraves","CongressmanGarretGraves",412631,9274609,155424,21523,"N00036135","/m/012bxlbr","H4LA06153","https://garretgraves.house.gov","https://garretgraves.house.gov/rss.xml",TRUE,0.451,8,2022,493,10,0,"2022-02-28 07:30:31 -0500","ocd-division/country:us/state:la/cd:6","2402 Rayburn House Office Building","202-225-3901","LA","6",FALSE,2206,2.03,96.86,2.94,NA,NA,NA,NA,NA,0,0,0
"G000546","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000546.json","Sam","Graves","1963-11-07","M","R","RepSamGraves","118514606128",400158,89873,9425,20124,"N00013323","/m/03tnfy","H0MO06073","https://graves.house.gov","https://graves.house.gov/rss.xml",TRUE,0.445,22,2022,493,4,0,"2022-02-28 07:30:32 -0500","ocd-division/country:us/state:mo/cd:6","1135 Longworth House Office Building","202-225-7041","MO","6",FALSE,2906,0.81,98.14,1.66,NA,NA,NA,NA,NA,0,0,0
"G000590","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000590.json","Mark","Green","1964-11-08","M","R","RepMarkGreen",NA,412819,NA,139030,NA,"N00041873","/m/09rx6jq","H8TN07076","https://markgreen.house.gov",NA,TRUE,NA,4,2022,493,26,0,"2022-02-28 07:30:29 -0500","ocd-division/country:us/state:tn/cd:7","2446 Rayburn House Office Building","202-225-2811","TN","7",FALSE,4707,5.27,91.99,7.79,NA,NA,NA,NA,NA,0,0,0
"G000553","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000553.json","Al","Green","1947-09-01","M","D","RepAlGreen","repalgreen",400653,1012969,49680,20529,"N00026686","/m/02kn0_","H4TX09095","https://algreen.house.gov","https://algreen.house.gov/rss.xml",TRUE,-0.438,18,2022,493,4,0,"2022-02-28 07:30:33 -0500","ocd-division/country:us/state:tx/cd:9","2347 Rayburn House Office Building","202-225-7508","TX","9",FALSE,4809,0.81,98.77,1.03,NA,"RepAlGreen",NA,NA,NA,0,0,0
